,Unnamed: 0,id, text, labels, insult, degree, role, guy, abuse,processed
95,95, tweet38_1234869482138611712," @laSextaTV Normal, you are right. Finally someone publicly publishes what many Spaniards think.", NONVIOLENT, NO,,,, [],   normal you be right finally someone publicly publish what many spaniard think
96,96, tweet77_1235149902302322688, @laSextaTV Bravo for Álvarez de Toledo!!, NONVIOLENT, NO,,,, [],   bravo for álvarez de toledo
97,97, tweet23_1235342398626189314," @IreneMontero You have been in the government for two months and you haven't stopped screwing up, you are pitiful... showing your paw", VIOLENT, YEAH, MODERATE, EXECUTOR, POLICY," ['screw it up', 'you guys are pitiful']",   you have be in the government for two month and you have not stop screw up you be pitiful show your paw
98,98, tweet19_1235264599714390018," @laSextaTV @laSextaTV is blocked on all my devices, it is absolutely amoral and fake.", VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER," ['amoral', 'phony']",    be block on all my device it be absolutely amoral and fake
99,99, tweet14_1235207179508031488,"@IreneMontero You are a cynic, don't act crazy, your slogan encourages alcohol consumption.", VIOLENT, YEAH, MODERATE, EXECUTOR, POLICY, ['You're a cynic'],  you be a cynic do not act crazy your slogan encourage alcohol consumption
100,100, tweet98_1235257105453658112," @IreneMontero Let's see Irene, alone and drunk you will arrive peacefully, but old.", NONVIOLENT, NO,,,, [],   let see irene alone and drunk you will arrive peacefully but old
101,101, tweet1_1591836153975607296," @JessOjedaCalvo @a_reyes_n @IdiazAyuso @sanchezcastejon Or the pigtails, that even the councilor of ayuso denied it, then if a family member of an ayuso dies due to lack of personnel, they should continue with their fucking beer and tapas, the dead person is no longer there meet your ex.", VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER, ['with his whore'],      or the pigtail that even the councilor of ayuso deny it then if a family member of an ayuso die due to lack of personnel they should continue with their fucking beer and tapas the dead person be no long there meet your ex
102,102, tweet74_1235200262668775424," @IreneMontero Sharing the underlying message, the slogan is poorly planned stupidity that has no way to go. I expect serious politics from a Ministry. This is not it.", NONVIOLENT, NO,,,, [],   share the underlying message the slogan be poorly plan stupidity that have no way to go I expect serious politic from a ministry this be not it
103,103, tweet39_1235042469189783552, @laSextaTV @cayetanaAT It is seen that Gorilas en la Nieva and other progressive media are bothered by Cayetana..., NONVIOLENT, NO,,,, [],    it be see that gorilas en la nieva and other progressive medium be bother by cayetana
104,104, tweet68_1592434844700901376," am listening to José Luis Ayllán on Ser justifying Ayuso's management in healthcare and it is making me sick, very sick. Although Ángels and Madina are refuting his arguments, he continues, don err, tell me who you are with and I will tell you how you think, very disgusting... https://t.co/HeL1h31Lzi", VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER," ['it's making me disgust', 'very disgusting', 'very disgusting']",  be listen to josé luis ayllán on ser justifying ayusos management in healthcare and it be make I sick very sick although ángel and madina be refute his argument he continue don err tell I who you be with and I will tell you how you think very disgusting
105,105, tweet66_1235208737503277056, @laSextaTV @mfyc1968 And why would he have to retract it? Those on the left call it freedom of expression...., NONVIOLENT, NO,,,, [],    and why would he have to retract it those on the left call it freedom of expression
106,106, tweet63_1234965965919662086, @laSextaTV Do you retract your garbage?, VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER, ['your garbage'],   do you retract your garbage
107,107, tweet77_1234923294794670080, @laSextaTV Totally agree with Cayetana., NONVIOLENT, NO,,,, [],   totally agree with cayetana
108,108, tweet80_1235314832838217728, @IreneMontero It has not been well chosen because it seems that they say that women should drink. It's not necessary to have fun. It is clear that no aggression has any justification., NONVIOLENT, NO,,,, [],   it have not be well choose because it seem that they say that woman should drink its not necessary to have fun it be clear that no aggression have any justification
109,109, tweet8_1592579135381311489,"@Monica_Garcia_G Damn, healthcare works like a damn shame throughout Spain. But be careful Ayuso is the problem.", VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER," ['Fuck', 'fucking Pena']",  damn healthcare work like a damn shame throughout spain but be careful ayuso be the problem
110,110, tweet66_1591777886679490561," @europapress LIE LIE LIE LIE LIE LIE LIE. COME TO VALENCIA AND SEE HOW HEALTH IS. YOU ARE GOING AGAINST AYUSO, BECAUSE THAT IS YOUR WAY OF DOING POLITICS. YOU'RE ALREADY DISGUSTING.", VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER, ['YOU'RE NASTY'],   lie lie lie lie lie lie lie come to valencia and see how health be you be go against ayuso because that be your way of do politic you re already disgusting
111,111, tweet58_1591154282505850880, @Mag71Mag Ayuso..PRESIDENT..even if it hurts sons of bitches, VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER, ['even if it hurts you sons of bitches'],   ayusopresidenteven if it hurt son of bitch
112,112, tweet46_1592139658884157442, @SuperRoStar @IdiazAyuso It's all fucking politics to kill Ayuso. All a fake from the reds, NONVIOLENT, YEAH,,,, ['bitch'],    its all fucking politic to kill ayuso all a fake from the red
113,113, tweet99_1235523157152296960," @IreneMontero Alone and drunk... How do you have a liver and a brain? I ask, I just ask.", NONVIOLENT, NO,,,, [],   alone and drunk how do you have a liver and a brain I ask I just ask
114,114, tweet21_1234960905496092674, @laSextaTV He said truths like fists., NONVIOLENT, NO,,,, [],   he say truth like fist
115,115, tweet36_990595684129824768,"#AliciaCastro Blocked me! Oh my, Ahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha!!!!! A #Whore, bahhhh", VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER, ['Bitch'],  block I oh my ahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha a   bahhhh
116,116, tweet91_1235477951988281345, @laSextaTV That arm Cayetana!!!!!!!!, NONVIOLENT, NO,,,, [],   that arm cayetana
117,117, tweet30_1593062132886929409," @Rita_Maestre Well yes, immediate dismissal of all those who have unsubscribed, and call for new positions. There are plenty of more qualified workers willing to work, and all those lice are out on the fucking street, we can't keep them together with help.", VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER," ['liceous', 'to the fucking street']",   well yes immediate dismissal of all those who have unsubscribe and call for new position there be plenty of more qualified worker willing to work and all those lice be out on the fucking street we can not keep they together with help
118,118, tweet28_1592587064305807360," @bea_fanjul Fanjul Fuck you, the NAZI of AYUSO, the fool of Feijo and the subnormal of Almeida with the M.Rajoy as a gift https://t.co/TxXSSwSfJx", VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER," ['Go to hell', 'the NAZI', 'stupid', 'subnormal']",   fanjul fuck you the nazi of ayuso the fool of feijo and the subnormal of almeida with the mrajoy as a gift
119,119, tweet88_1235080299823808513,"@laSextaTV Truths offend and @laSextaTV is a specialist in manipulating news. An example is the photo chosen to illustrate the news from @cayetanaAT, you just have to open your mind a little more to see how using subliminal messages, you manipulate an ENTIRE SOCIETY. We have a nice future...", VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER," ['manipulate', 'you manipulate']",  truth offend and   be a specialist in manipulate news an example be the photo choose to illustrate the news from   you just have to open your mind a little more to see how use subliminal message you manipulate an entire society we have a nice future
120,120, tweet15_1235205434920841218," @laSextaTV With his courage, firmness and without complexes, there should be more policies, if it bothers the SeCta, and other media outlets, a sign that he is doing it well.", NONVIOLENT, NO,,,, [],   with his courage firmness and without complex there should be more policy if it bother the secta and other medium outlet a sign that he be do it well
121,121, tweet74_1235000495640653837," @laSextaTV I love it. How nervous you get, your skin is very thin when it's not about others.", NONVIOLENT, NO,,,, [],   I love it how nervous you get your skin be very thin when its not about other
122,122, tweet68_1234939499244900352," @laSextaTV Freedom of expression I was going to retract it for the hell of it, good Cayetana good", NONVIOLENT, NO,,,, [],   freedom of expression I be go to retract it for the hell of it good cayetana good
123,123, tweet74_1234910422697943043, @laSextaTV The SECTA is the true headquarters of the #PSOEMOS, VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER," ['La SECT', 'PSOEMOS']",   the secta be the true headquarter of the
124,124, tweet96_1235208997126451202,@IreneMontero Are you an ASSHOLE or do you have it as standard? https://t.co/hIc1iOUwA0, VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER, ['DOUCHEBAG'],  be you an asshole or do you have it as standard
125,125, tweet50_1235298455746162690," @IreneMontero BALEARIC ISLANDS. It is judged by actions and deeds, not by words.", NONVIOLENT, NO,,,, [],   balearic island it be judge by action and deed not by word
126,126, tweet94_1235459505665773568," @laSextaTV Indeed that is the case. Freedom of the press serves Ferreras and company to attack those who do not think like him. Their lack of impartiality, necessary in journalism, is more than evident. He can criticize but be careful not to mess with him.", NONVIOLENT, NO,,,, [],   indeed that be the case freedom of the press serve ferrera and company to attack those who do not think like he their lack of impartiality necessary in journalism be more than evident he can criticize but be careful not to mess with he
